,id,price,escrowPubkey,owner,collectionName,collectionTitle,img,title,content,animationURL,externalURL,propertyCategory,creators,sellerFeeBasisPoints,mintAddress,attributes,properties,supply,updateAuthority,primarySaleHappened,onChainCollection,tokenDelegate,tokenDelegateValid,extern,rarity,v2
0,8YTxsxvfBD6FTp9zi2hZ4hEwAbgPgTLMYQ3JaDkxawNR,3.39,CDtQ1TYn4AVjytWaqtYELebh6AUjZs3tRVnQzFB4UUsk,Hgm8RKwmb1vxpJu7ZUdwXXtCVLvZMgKRzM7m6NpY8iFk,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs,Refined Fire Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Fire"" Type for a limited time. Fire Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,J6vfXYgnJbSorUTaQKD8wFgCqEwKfCqyzYBeFZNtcCPo,"[{'trait_type': 'Elemental Type', 'value': 'Fire'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},HS2eL9WJbh7pA4i4veK3YDwhGLRjY3uKryvG1NbHRprj,False,"{'auctionHouse': {'auctionHouseKey': 'BAmKB58MgkeYF2VueVBfASL5q8Qf6VKp4nA4cRuVUVft', 'requiresSignOff': False}}",{},
1,GDUS8v5aQgKpJHBB6aauaRKT2LTjhQnDHAtJfWYnxLQC,3.4,8sMUUhDjZW2GwBe22aJ9nuoptcGrSYCdVBhzqfTwXuCf,9WXT9gtbxJfVrJR5RHfRWEnpiWzhCYeSLzobZBhBFWqH,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs,Refined Fire Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Fire"" Type for a limited time. Fire Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,F3kotwTZWA37zQbz9L5r1eJmbBimLSePM48xC4uC7jzS,"[{'trait_type': 'Elemental Type', 'value': 'Fire'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},,False,,{},"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
2,4Phpik13vQXZATFPD5Bfv1HaYkUp3crsmnxaqpBRC2ff,3.6,DhbY1txjcXJC9k58mbzH24DXsizS7w4e9uM9KHVcyAwu,BPHxsFQfRpWXeq54vr1wUiU5aZ5k27S4THtKMv11teMT,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/_9NU6rPAD9RARDrK_33V6XkAvuhDY-6MYjFm2tuuJJs,Refined Metal Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Metal"" Type for a limited time. Metal Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/w2zmFRQyKEex5VadXlPGZ1bau-8yyXZH29uq5jF2Yvg,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,6mzSxdXK3NoxSzeiSmb7kDo9XHY738adXXqxNo8YsKiM,"[{'trait_type': 'Elemental Type', 'value': 'Metal'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/_9NU6rPAD9RARDrK_33V6XkAvuhDY-6MYjFm2tuuJJs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/w2zmFRQyKEex5VadXlPGZ1bau-8yyXZH29uq5jF2Yvg', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},,False,,{},"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
3,BtQBdGVc9crNHD6LWWjQZW1hHHHrRVCH7H7WHHbjJviW,3.6,FgygqwwE8iUeAaKHKGS8DhrHgdpkppTKAHdC4jjdXKCt,8h35BwzX7xz1zHGJiTAgo4TrpUW4LhJe3w2V97tHBwM6,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs,Refined Fire Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Fire"" Type for a limited time. Fire Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,25whVMfYj9sudw47KCMdq2pvB6Mo2b9yECXctBoavZt2,"[{'trait_type': 'Elemental Type', 'value': 'Fire'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},,False,,{},"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
4,GRVGSVNymoZU6mjowgNnQowaMFbMCLVjo5giM48Vai4g,3.75,HvUgqH8j58iMLRuUJGEErexgRF2gPVSR5YLfwgxGu8Qx,7YirW316imWXauzTrftuLbMhFdqGMHo7C7S1XnwxEprH,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs,Refined Fire Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Fire"" Type for a limited time. Fire Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,8ip6oXsUNQRiayrg58RudxDipmfJV33Vmnu3XnvfXWoy,"[{'trait_type': 'Elemental Type', 'value': 'Fire'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},,False,,{},"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
5,73EaNb1yZzsJ3yokt7R63T8nmiNNa6aYeJ78jvRkAp81,3.77,4LeZFbEk66oBhPvNiRFtQtAps2RugT8SJwZ9rooNRM7z,A1H8zEMLNzsZD26ioSnjf3NEMTShDLtNSDvEy62MgDuC,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs,Refined Fire Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Fire"" Type for a limited time. Fire Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,6PtGGqckoHS5Cqj7a1MCSGVX3EuxuKSBMxC9RX5p93jz,"[{'trait_type': 'Elemental Type', 'value': 'Fire'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},,False,,{},"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
6,DKPTaRGnN43aRvz6zvAJuPqEKR7ZigN8CLpoiTgJBLcd,3.8,FJNETzKs2VNcWGxP3GKbQK3YNtuD81X4pnBnVggSEN5H,6ejqSYNMRdt26PFziekGXmidpHsonahviq2EU1cqjRFW,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/_9NU6rPAD9RARDrK_33V6XkAvuhDY-6MYjFm2tuuJJs,Refined Metal Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Metal"" Type for a limited time. Metal Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/w2zmFRQyKEex5VadXlPGZ1bau-8yyXZH29uq5jF2Yvg,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,H5ziEWGB8UAKP2qdT1o56MgzVZS7FKP7xk8vnUk24iGV,"[{'trait_type': 'Elemental Type', 'value': 'Metal'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/_9NU6rPAD9RARDrK_33V6XkAvuhDY-6MYjFm2tuuJJs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/w2zmFRQyKEex5VadXlPGZ1bau-8yyXZH29uq5jF2Yvg', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},,False,,{},"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
7,BWS5PmaSXXqtMQixB8TmvMNeiEYEbdXszCaGj4aimsLK,3.8,84JzaUrvG5T4zkAf9xAJAHKeUi2Pt1tu3qhpnYTAn3qZ,34SmhSbAQLDQNxgQ3TqoQeRvugZmk6TCesbmJ3QagmM6,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/_9NU6rPAD9RARDrK_33V6XkAvuhDY-6MYjFm2tuuJJs,Refined Metal Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Metal"" Type for a limited time. Metal Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/w2zmFRQyKEex5VadXlPGZ1bau-8yyXZH29uq5jF2Yvg,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,ARKy7YhrUYupcCn98SNRSS89ZbVxzabQtingNKNTDQmH,"[{'trait_type': 'Elemental Type', 'value': 'Metal'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/_9NU6rPAD9RARDrK_33V6XkAvuhDY-6MYjFm2tuuJJs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/w2zmFRQyKEex5VadXlPGZ1bau-8yyXZH29uq5jF2Yvg', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},,False,,{},"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
8,D4CTrizDpoV52QfgAW9uWKoKnt3WQZQZxgBMMcrdDEqt,3.8,puzQbnhqQTxnUeHE8osmxJKGHA9xwwgF9pzHcxMQhPP,34SmhSbAQLDQNxgQ3TqoQeRvugZmk6TCesbmJ3QagmM6,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/_9NU6rPAD9RARDrK_33V6XkAvuhDY-6MYjFm2tuuJJs,Refined Metal Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Metal"" Type for a limited time. Metal Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/w2zmFRQyKEex5VadXlPGZ1bau-8yyXZH29uq5jF2Yvg,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,2MousV13qt4Nz5ifcRTRwSg7CNZ5EALDBmYpc8Fjhp5H,"[{'trait_type': 'Elemental Type', 'value': 'Metal'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/_9NU6rPAD9RARDrK_33V6XkAvuhDY-6MYjFm2tuuJJs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/w2zmFRQyKEex5VadXlPGZ1bau-8yyXZH29uq5jF2Yvg', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},,False,,{},"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
9,B894FndG9Vb5S9fr3gZEratQBhXub3mt84psVxHxK8TY,3.8,563mTCocLghXgz6KWqAsTS4yJ9GRxBQFFxBs3CKP4kzi,34SmhSbAQLDQNxgQ3TqoQeRvugZmk6TCesbmJ3QagmM6,genopets_refined_genotype_crystals,Genopets Refined Genotype Crystals,https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs,Refined Fire Crystal,"A Genotype Crystal refined at a Habitat Refinery that can be applied to a Genopet to change its Genotype to ""Fire"" Type for a limited time. Fire Genotype Crystals can also be alchemized with other Genotype Crystals to produce Advanced Crystals, Power-Ups, Augments, Items, and Accessories.",https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o,https://genopets.me,video,"[{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'verified': 1, 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'verified': 1, 'share': 100}]",500,FSu4chyCLxTEH2AzcZoExtiDvdwYsmUgEtMNu8TkrpT6,"[{'trait_type': 'Elemental Type', 'value': 'Fire'}]","{'category': 'video', 'files': [{'uri': 'https://arweave.net/Bpj5lBMu8KhL0Z7qCRgWJeah3R-c82pjBHpKVP1DJZs', 'type': 'image/gif'}, {'uri': 'https://arweave.net/wsBoYtYxwRJneJW3LqJnH2kPdSOYw7aIwVM5LHx7d6o', 'type': 'video/mp4'}], 'creators': [{'address': 'GTiPxNawmohtv3sgaowgNbzgkV19i1RXSShpjV5FVrWE', 'share': 0}, {'address': 'GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA', 'share': 100}]}",1,GenoS3ck8xbDvYEZ8RxMG3Ln2qcyoAN8CTeZuaWgAoEA,0,{},,False,,{},"{'auctionHouseKey': 'E8cU1WiRWjanGxmn96ewBgk9vPTcL6AEZ1t6F6fkgUWe', 'sellerReferral': 'autMW8SgBkVYeBgqYiTuJZnkvDZMVU2MHJh9Jh7CSQ2', 'expiry': -1}"
